"Readout","increase","decrease","convex","concave","sample_id","sample_name","botanical_group","botanical_form","supplier","sample_lot","stock_form","stock_solution_mg/ml"
"ahr-p1_via",0.119961220650635,1,1,0.260525102661254,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_luc",0.0696979274163956,1,1,0.0701720665981192,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_via",0.238762194004095,1,1,0.114945015368531,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",0.492762302098083,1,0.941677064767145,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",0.420067966203562,1,1,0.23140593692361,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"are-bla-p1_ch1",1,0.227244805219532,1,0.06607913876053,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"are-bla-p1_ch2",1,1,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"are-bla-p1_ratio",0.102907120122501,1,0.0261665411131666,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"are-bla-p1_via",1,0.122647947281211,1,0.0103509230545187,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"aromatase-er-agonist-p1_luc",1,0.946709297982425,1,0.177544031744291,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"aromatase-er-agonist-p1_via",0.867717258293474,0.634162888398553,0.867717258293474,0.0370711954226031,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"aromatase-er-antagonist-p1_luc",1,0.0331655085919428,1,0.0366881124666676,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"aromatase-er-antagonist-p1_via",0.477034462200792,1,1,0.0241342406810158,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"aromatase-er-aromatase-p1_luc",1,0.00435848096451614,1,0.0401388767626093,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"aromatase-er-aromatase-p1_via",0.79212243027725,0.79212243027725,0.79212243027725,0.00475886865910187,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"elg1-luc-agonist-p1_luc",0.0239551646151637,1,0.0243855699880833,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"elg1-luc-agonist-p1_via",1,1,1,0.808571648422848,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",0.729155502134851,1,1,0.729155502134851,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",0.888913900395779,0.61002392409656,0.888913900395779,0.0608425196147757,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",0.003938419919101,1,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",1,0.147715351230131,1,0.0108193993147189,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"hse-bla-p1_ch1",1,0.630034388657862,1,0.630034388657862,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"hse-bla-p1_ch2",1,0.11165296443577,1,0.11165296443577,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"hse-bla-p1_ratio",1,1,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"hse-bla-p1_via",1,0.2516333208861,1,0.245419499555548,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"mmp-p1_ch1",1,0.0340277410346503,1,0.0341520003192572,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"mmp-p1_ch2",1,0.0371150787920871,1,0.0371150787920871,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"mmp-p1_ratio",1,0.318098392910016,1,0.318098392910016,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"mmp-p1_via",0.476907895531113,1,1,0.185361634101758,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"p53-bla-p1_ch1",1,0.592746405982383,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"p53-bla-p1_ch2",1,0.268554317396865,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"p53-bla-p1_ratio",1,0.244632271301398,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"p53-bla-p1_via",1,0.388077204535012,0.283542894603315,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"pparg-bla-agonist-p1_ch1",1,0.14770457298767,1,0.0225596851135344,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.492603431259795,1,1,0.0831691772477326,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.375126162675276,1,0.881196921362857,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"pparg-bla-agonist-p1_via",0.709761658442007,1,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"pparg-bla-antagonist-p1_ch1",1,1,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"pparg-bla-antagonist-p1_ch2",1,0.138759197324608,1,0.483950276271119,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"pparg-bla-antagonist-p1_ratio",0.337539174751201,1,1,1,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"pparg-bla-antagonist-p1_via",0.273604741010583,1,1,0.330329829537097,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-flor-p1_0h",1,0.432241670634905,1,0.0770204809033479,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-flor-p1_16h",1,0.364577628182155,1,0.123652078955011,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-flor-p1_24h",1,0.16980813778827,1,0.0301080490378295,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-flor-p1_32h",1,0.230945042947998,1,0.00824803314294631,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-flor-p1_40h",1,0.288670451904995,1,0.0185024482575559,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-flor-p1_8h",0.873787714100435,0.779020286364008,0.873787714100435,0.151663180700944,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-glo-p1_0h",1,1,1,0.820760782791862,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-glo-p1_16h",0.906981496280158,0.581239544312482,0.906981496280158,0.0476171277264792,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-glo-p1_24h",0.910153827042652,0.592184498634471,0.910153827042652,0.0592764829601073,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-glo-p1_32h",0.801408480386841,0.707072432166573,0.801408480386841,0.0663603618373762,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-glo-p1_40h",0.739609401468131,0.711005917593229,0.758393326369229,0.0352829635627845,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hek293-glo-p1_8h",0.788999312916721,0.788999312916721,0.788999312916721,0.0462921478510385,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-flor-p1_0h",1,0.569236887083556,1,0.595648388811578,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-flor-p1_16h",1,0.65574063106854,1,0.65574063106854,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-flor-p1_24h",1,0.663188726837364,1,0.663188726837364,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-flor-p1_32h",1,0.584621136526413,1,0.584621136526413,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-flor-p1_40h",1,0.494825564022805,1,0.494825564022805,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-flor-p1_8h",1,0.737621250802313,1,0.737621250802313,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-glo-p1_0h",1,0.450751210227851,1,0.0545242876931666,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-glo-p1_16h",0.878224648125588,0.878224648125588,0.878224648125588,0.0926155875787679,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-glo-p1_24h",0.957264038865671,0.957264038865671,0.957264038865671,0.0325433837788369,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-glo-p1_32h",0.995141788701615,0.749830518801225,0.995141788701615,0.0161685041786893,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-glo-p1_40h",1,0.483602376084177,1,0.0405151209175065,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"rt-viability-hepg2-glo-p1_8h",0.851802896583131,0.682893646621648,0.851802896583131,0.0279144173652933,"NCGC00372560-01","Corn oil (lot 065K0077)","Corn oil","oil","Sigma-Aldrich","065K0077","mg/ml",10
"ahr-p1_luc",0.186625635781711,1,0.0665802779749259,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"ahr-p1_via",0.468578939529308,1,1,0.838811235756667,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_luc",0.332702489740922,1,1,0.340280337053484,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_via",0.170422005166874,1,1,0.196592896316252,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",0.695398269057315,1,1,0.0269910319691373,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",0.228653908367211,1,1,0.216868734882461,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"are-bla-p1_ch1",1,0.232981167450238,1,0.232981167450238,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"are-bla-p1_ch2",0.299497002746349,1,0.440865863688211,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"are-bla-p1_ratio",0.0182092997692219,1,0.010451339125026,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"are-bla-p1_via",1,0.202191857731693,1,0.202191857731693,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"aromatase-er-agonist-p1_luc",1,1,1,0.291746239311444,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"aromatase-er-agonist-p1_via",0.626962256659299,1,1,0.00368828403149559,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"aromatase-er-antagonist-p1_luc",1,0.0958447738409724,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"aromatase-er-antagonist-p1_via",1,1,1,0.00943705300895969,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"aromatase-er-aromatase-p1_luc",1,0.0428850328693948,1,0.0547865453911447,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"aromatase-er-aromatase-p1_via",1,1,1,0.00472407645927989,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"elg1-luc-agonist-p1_luc",1,1,0.123161554772191,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"elg1-luc-agonist-p1_via",0.774653840976374,1,1,0.763676251976202,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",0.34982331705071,1,1,0.439969873284002,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",1,1,1,0.399419641004638,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",0.297151155968046,1,0.393332077581726,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",1,1,1,0.215490005731038,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"hse-bla-p1_ch1",1,0.88071443172746,1,0.806112245691133,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"hse-bla-p1_ch2",1,0.518644252808563,1,0.442559967717225,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"hse-bla-p1_ratio",1,1,0.864194019157322,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"hse-bla-p1_via",1,1,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"mmp-p1_ch1",1,0.0496439465709037,1,0.0496439465709037,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"mmp-p1_ch2",1,0.0477777085486664,1,0.0477777085486664,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"mmp-p1_ratio",1,0.253536491224432,1,0.468600731062581,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"mmp-p1_via",0.578469048165639,1,1,0.220247819642585,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"p53-bla-p1_ch1",1,0.446214461969428,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"p53-bla-p1_ch2",1,0.312508136014047,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"p53-bla-p1_ratio",1,1,0.889944372013814,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"p53-bla-p1_via",0.995276099314118,1,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"pparg-bla-agonist-p1_ch1",1,1,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.299462859075096,1,1,0.451581684238401,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.0291271568447441,1,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"pparg-bla-agonist-p1_via",1,1,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"pparg-bla-antagonist-p1_ch1",0.296051636130809,1,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"pparg-bla-antagonist-p1_ch2",0.575837273096368,1,0.38191039207255,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"pparg-bla-antagonist-p1_ratio",0.0130998740812887,1,1,0.674508719864232,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"pparg-bla-antagonist-p1_via",0.466275056962666,1,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-flor-p1_0h",0.959662128568143,0.959662128568143,0.959662128568143,0.0347142887318062,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-flor-p1_16h",1,0.58109193655892,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-flor-p1_24h",1,0.573901454751204,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-flor-p1_32h",1,0.372179858413614,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-flor-p1_40h",1,0.416091017832747,1,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-flor-p1_8h",0.769808587836809,1,1,0.769808587836809,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-glo-p1_0h",0.225793313616521,1,0.425625884389364,1,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-glo-p1_16h",0.986505321024733,0.84234226541513,0.986505321024733,0.0695023304570825,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-glo-p1_24h",0.99859196980679,0.947698543323467,0.99859196980679,0.174580775845632,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-glo-p1_32h",1,1,1,0.145874549204578,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-glo-p1_40h",1,1,1,0.126112968547485,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hek293-glo-p1_8h",1,1,1,0.0215416784485406,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hepg2-flor-p1_0h",1,0.448898418346369,1,0.448898418346369,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hepg2-flor-p1_16h",0.362350712642981,1,1,0.362350712642981,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
"rt-viability-hepg2-flor-p1_24h",0.369027698747303,1,1,0.369027698747303,"NCGC00372562-01","Annatto Extract D.S.","Annatto","extract","Sensient","4208CC","mg/ml",10
